DNI,APE,TEMP_AMB,VEL_VIENTO,SMR,POTENCIA
645.46569,1.827742175,31.588,5.3165,0.981286789,87.66078955
612.5,1.875610279,24.012,2.7768,0.981304736,79.53470666
621.32353,1.819050089,28.46,8.4897,0.982965803,81.38858202
621.93628,1.825496841,29.276,4.2309,0.983602373,84.85073426
630.02451,1.836863339,35.626,12.956,0.984588756,82.73873867
678.92157,1.86633927,35.451,7.3663,0.985075465,87.02004325
670.22059,1.850179087,12.989,3.6172,0.985469473,81.73924118
693.01471,1.846629318,39.083,2.9306,0.985542311,89.33206405
670.95588,1.855028698,29.441,3.7387,0.985815801,89.27538983
669.60784,1.849380957,12.453,1.3769,0.986388877,80.04314143
663.60294,1.816404686,23.382,4.2906,0.987385881,86.24336953
656.12745,1.850921943,13.137,4.7882,0.988005,83.45488985
664.21569,1.850759584,36.091,6.5522,0.989158049,95.53771219
671.56863,1.845143221,29.134,3.0062,0.989643181,92.71334774
666.17647,1.819379159,29.841,5.3499,0.991078722,86.42773177
685.04902,1.834357165,33.369,13.959,0.991086695,86.78641891
663.60294,1.83840493,36.289,10.847,0.991701617,85.39550894
664.82843,1.859132049,29.583,15.805,0.991923028,89.19331394
663.60294,1.854182262,15.351,0.0498,0.993188965,81.49615749
667.52451,1.838410583,35.807,10.579,0.993566786,87.12518217
695.71079,1.84545279,32.18,13.663,0.993848646,92.24027401
646.81373,1.881872418,24.927,1.0993,0.99432448,83.81897969
633.33333,1.838218363,27.244,2.2014,0.994978873,86.87338874
601.10294,1.84946248,13.472,0.0356,0.995352802,75.31298881
637.37745,1.854442154,31.26,3.95,0.995924796,80.05702918
642.03432,1.852318548,14.189,4.0458,0.996035571,81.9420899
663.60294,1.853837764,14.31,2.6295,0.996432554,85.28287989
697.05883,1.868985064,35.494,5.0127,0.997158939,89.18765266
604.53432,1.833264472,28.767,10.672,0.997915763,85.67535665
665.56373,1.886477858,24.647,2.5819,0.998525374,87.03958209
675.61275,1.853388492,35.609,5.0877,0.998807844,97.04467815
688.35784,1.82462215,22.352,0.0416,0.999102629,89.04877981
699.14216,1.850171394,9.845,3.6002,1.000637865,88.46948933
608.57843,1.820959318,16.452,0.0515,1.000705868,78.0240779
608.57843,1.853899936,32.032,5.7583,1.001442822,76.49564831
683.70098,1.848309563,28.811,9.7932,1.001727026,95.98028998
681.61765,1.823368453,17.148,2.8682,1.003086114,87.49044323
620.58824,1.825478587,19.925,1.7432,1.003121894,76.94646666
678.92157,1.840417759,35.703,13.022,1.003446656,88.66773195
663.60294,1.884574834,25.206,6.493,1.003594636,85.79770915
610.53922,1.856628449,32.142,6.0896,1.003987035,77.43661536
689.70588,1.841425397,36.354,13.219,1.004734009,88.75160163
665.56373,1.849544282,37.335,1.9808,1.007710129,93.62219524
672.30392,1.887169554,24.949,0.0553,1.007775109,87.40843337
609.92647,1.852916801,36.645,0.0427,1.008624055,84.41594749
687.00981,1.888296734,25.113,1.7464,1.00968111,88.77966976
647.42647,1.833862424,31.019,13.192,1.009993164,92.0296327
624.63235,1.840965586,34.514,13.52,1.011671619,80.74861336
623.28432,1.849624205,34.136,8.0282,1.011687892,89.89684867
648.16177,1.834401633,30.931,4.1115,1.012506103,92.09676603
693.75,1.826413417,28.345,8.2444,1.01319733,87.37246869
695.71079,1.843999691,36.004,16.358,1.013731074,89.19983387
605.88235,1.855051546,35.555,7.5327,1.014455337,88.23161615
627.32843,1.859446293,32.388,4.5999,1.014833049,78.03339403
613.84804,1.855749171,36.343,3.3664,1.015552689,85.81060401
688.35784,1.866948248,29.627,10.6215,1.015712352,91.69001307
672.91667,1.85172495,37.286,1.632,1.0161049,94.00523445
691.05392,1.889119671,25.431,6.4109,1.016888094,89.62652334
693.01471,1.855086126,31.495,0.0438,1.017227458,87.65063816
625.98039,1.827095377,20.626,9.2353,1.019587806,79.02463561
613.84804,1.846789408,28.142,5.7277,1.01972414,85.43650792
649.50981,1.829804243,22.094,1.655,1.020120857,79.03304298
694.36275,1.84593161,36.519,12.567,1.021719481,88.85974324
622.67157,1.84419738,34.766,12.967,1.021819631,80.44144776
612.5,1.879544784,26.948,0.8146,1.022004472,81.20657188
633.33333,1.861603284,32.268,3.7053,1.022828255,79.51491355
626.59314,1.832562455,19.109,11.6612,1.024430857,76.2109306
638.72549,1.857102937,36.826,4.7006,1.024748137,88.73506604
685.04902,1.833565401,28.488,3.3598,1.025020512,88.72127975
678.30883,1.840773402,31.638,13.378,1.025663835,92.68269254
619.97549,1.857544918,37.313,4.0759,1.027184729,86.91694356
664.21569,1.858749325,31.495,13.783,1.027502413,92.48966048
644.11765,1.855595812,34.284,11.181,1.028024121,92.25054314
676.96079,1.875703171,32.47,5.6379,1.028145069,83.61759212
695.71079,1.83345123,21.36,0.0422,1.028613862,86.73989356
642.76961,1.867631537,26.285,0.0476,1.02920914,78.44308773
638.72549,1.86226666,37.74,1.8297,1.029455632,86.88657228
670.95588,1.856787884,37.697,1.7859,1.030025933,90.53232973
656.86275,1.833932136,21.278,2.8272,1.031811155,83.24870497
657.47549,1.857491283,34.475,13.866,1.034311814,93.74153889
632.72059,1.834128586,21.903,0.0394,1.034642134,78.61209944
640.07353,1.835269997,28.104,6.8051,1.034958818,79.11162493
605.88235,1.833502605,22.149,6.2511,1.03496803,75.55464787
683.70098,1.83635761,20.582,1.401,1.036120207,83.76483745
682.35294,1.875940402,32.306,5.4003,1.036534651,84.22513457
602.45098,1.831925649,25.031,5.7961,1.036761258,74.07791108
649.50981,1.837210457,21.065,1.6172,1.03686687,79.71135627
697.79412,1.832484202,21.191,4.9234,1.036869631,86.74713639
697.05883,1.843538801,31.72,7.0022,1.036935008,95.33541874
643.38235,1.864909962,32.963,4.3053,1.037032576,80.00929515
607.23039,1.860576941,38.058,2.3016,1.03741392,85.03602947
666.17647,1.83189204,22.22,3.373,1.038097055,83.98919558
652.81863,1.862299773,37.099,0.0372,1.038168529,89.32968916
681.61765,1.857954881,37.877,3.281,1.038666809,95.03011507
674.26471,1.862627695,37.976,5.2859,1.039209453,92.62262188
640.68628,1.84320215,28.394,8.3534,1.040233853,89.90973851
668.25981,1.859634663,34.399,9.6613,1.040972929,95.48657982
603.18628,1.859262903,34.382,15.027,1.041161849,76.95196792
645.46569,1.86775544,33.095,1.0933,1.041406647,80.68307949
693.75,1.837828355,22.976,2.2742,1.042942631,87.93423471
615.19608,1.83842304,27.545,1.6857,1.043153997,78.86498692
669.60784,1.86463001,36.683,2.0027,1.04341746,92.76947947
659.55883,1.870012803,32.125,0.5081,1.043998386,82.88714893
654.16667,1.850607798,34.81,11.3825,1.044161483,84.15637638
681.0049,1.83916797,28.367,1.4601,1.047338005,85.02894843
642.76961,1.837010385,18.983,2.3437,1.047341452,79.88703461
699.14216,1.847040092,31.764,7.3093,1.048170697,96.02160279
695.09804,1.869228417,13.324,0.7927,1.048469838,87.35242537
660.90686,1.868473889,33.215,3.8641,1.048570195,81.69307628
697.79412,1.837954139,20.298,14.194,1.049516712,88.99019291
658.82353,1.867561493,13.57,3.35,1.049709251,83.62578838
652.81863,1.852459914,34.766,13.093,1.049776341,84.1492679
637.37745,1.837336917,22.703,2.8195,1.05047268,79.94975264
647.42647,1.838647779,19.941,2.0497,1.050544563,79.88293877
627.94118,1.863811599,38.414,3.01,1.052038938,85.47605363
680.26961,1.865086131,38.332,3.4359,1.053220873,91.20828617
676.34804,1.863458107,34.475,15.147,1.053233562,97.33559371
679.65686,1.874298219,25.792,0.0547,1.053829115,83.95215332
670.22059,1.860155834,27.063,1.2258,1.054680018,93.65906609
686.39706,1.868734736,36.453,7.2546,1.054726524,95.13825682
664.21569,1.85113164,35.659,16.632,1.054736866,78.23861262
600.4902,1.875765221,31.539,6.5686,1.054784151,78.14238715
696.44608,1.874703153,26.143,5.0362,1.056288589,91.18170465
668.87255,1.853467774,35.193,11.296,1.056347629,85.99063535
676.96079,1.87215246,34.848,4.9311,1.056461474,89.88299972
695.71079,1.864858717,34.421,8.4316,1.056923746,99.2819344
695.09804,1.848239138,31.402,8.6298,1.056933525,97.95060853
687.7451,1.867046124,30.416,2.5408,1.056951218,83.93467234
697.05883,1.865529698,29.052,9.1965,1.057917532,95.6134993
699.14216,1.873693791,23.179,6.3206,1.058564979,97.95183204
693.01471,1.866369901,34.47,12.31,1.059447188,98.42231164
611.15196,1.884283056,27.408,4.7827,1.05984553,78.4388924
610.53922,1.854711661,35.987,6.2231,1.060449976,79.78545854
687.7451,1.855477728,35.127,6.0184,1.060789478,89.34272315
634.68137,1.86796816,34.656,14.194,1.060826455,81.73783694
676.96079,1.872906336,32.416,4.5424,1.060894293,84.33170782
630.63726,1.882018246,27.732,5.5404,1.061115187,79.95397616
680.26961,1.875524706,32.158,7.7457,1.06122338,84.81951894
654.16667,1.871138595,36.601,5.7742,1.061827006,92.52486054
