DNI,APE,TEMP_AMB,VEL_VIENTO,SMR,POTENCIA
795.71079,1.868997868,33.522,5.8848,1.059401812,103.2428705
794.36275,1.879610674,35.434,10.7644,1.059827487,98.30396297
766.91177,1.855060096,35.555,20.85,1.059829754,98.84017955
770.83334,1.86838273,25.694,0.0564,1.059840911,92.21682256
788.35785,1.867241232,24.291,2.6925,1.060005009,95.29815192
791.05392,1.876630542,38.283,3.4491,1.060354346,100.2395956
709.80392,1.838894839,23.064,0.6411,1.060622242,87.58497672
743.38235,1.897686444,26.088,2.9241,1.060901091,96.40216691
794.36275,1.877119101,34.837,2.5507,1.061420313,96.51286865
755.51471,1.859081143,39.395,6.2264,1.06145605,94.09738442
772.91667,1.863256021,23.623,0.675,1.061535324,104.1903026
754.77941,1.842007058,20.144,14.205,1.061562534,95.69240994
740.07353,1.897627712,26.713,1.563,1.061755396,95.45531737
797.05883,1.869098204,35.335,2.877,1.062126235,105.833018
716.54412,1.866368252,29.353,4.1159,1.062342393,98.69658983
782.96569,1.858747786,36.661,4.7811,1.062357138,98.21668858
751.47059,1.856250137,33.802,4.0792,1.062409933,92.81581914
764.82843,1.860762831,39.357,8.7355,1.06246046,94.9092029
769.60785,1.870056826,26.143,2.4291,1.062548659,92.29757007
791.66667,1.860653163,36.612,11.378,1.062553984,99.1396158
736.02941,1.885667678,28.915,9.3881,1.062597628,97.29578528
772.18137,1.861235073,35.587,6.1602,1.062953683,99.10904472
785.66177,1.873992862,38.705,0.0438,1.063060609,98.81587804
724.63235,1.888694046,28.888,12.562,1.063087255,95.27890139
722.54902,1.889705929,28.975,10.217,1.063267899,96.00087652
750.12255,1.868635462,31.818,2.2047,1.06334719,94.20354266
731.25,1.889465979,27.781,2.4713,1.063527846,96.18749284
715.93137,1.876534909,23.365,12.26,1.063584359,100.041734
728.67647,1.886380703,28.384,14.682,1.063994847,96.52130318
727.32843,1.888663858,28.909,13.904,1.064012039,96.25992163
747.42647,1.887906457,30.756,1.3139,1.064402476,90.02476623
799.7549,1.87105442,33.5,6.5533,1.064532382,104.0270171
734.68137,1.887252949,29.118,14.249,1.065275543,97.74186292
775.61275,1.86317468,35.779,16.265,1.06549965,99.90467204
765.56373,1.870208499,26.389,1.8269,1.065683409,91.34847249
747.42647,1.888352871,30.717,0.0531,1.065749062,90.41364921
784.31373,1.874764475,28.827,0.836,1.065917418,92.76469835
702.45098,1.845506196,24.023,2.5025,1.066170512,90.27031369
764.82843,1.876768262,27.315,4.5818,1.066262104,99.97863274
702.45098,1.867987239,34.684,11.3579,1.066378081,98.77898586
764.82843,1.872182407,26.367,0.9794,1.066484654,91.99480831
740.07353,1.891606785,27.775,2.3257,1.066538355,94.82758843
737.9902,1.887329603,28.745,16.325,1.066968203,97.83244797
782.35294,1.873571532,38.524,3.3911,1.067265577,99.08785594
732.59804,1.894497413,26.921,4.0792,1.067453951,95.84815774
777.57353,1.874868572,28.893,0.8836,1.067588087,93.33757629
791.05392,1.874964009,25.003,5.2793,1.067764473,105.0127868
793.01471,1.863258561,37.193,7.0881,1.067797134,100.1008966
747.42647,1.850205179,31.676,4.4121,1.067972522,102.06107
752.81863,1.895816152,27.206,3.2274,1.068042303,97.11283034
704.41177,1.856620118,35.182,12.069,1.068699153,91.72730169
743.9951,1.845434719,27.929,5.7682,1.069006723,96.03867807
768.87255,1.874394164,25.162,6.3934,1.069064439,92.97060529
737.37745,1.871912471,24.981,1.9331,1.069171843,89.7643778
704.41177,1.870890791,34.459,10.151,1.069291409,99.23229207
740.68628,1.892570402,27.37,5.5908,1.069489812,95.99452482
773.52941,1.863264073,26.483,1.8948,1.069559092,107.2423334
737.37745,1.879927639,28.57,3.2268,1.069688652,94.76484512
708.45588,1.842330443,34.563,13.011,1.070110384,98.05015838
727.32843,1.844343226,27.337,4.7351,1.070212265,94.26238301
778.92157,1.885722956,28.915,6.4613,1.070885732,104.2955256
736.02941,1.886316196,28.192,13.542,1.070926345,96.34773522
715.19608,1.878070871,23.426,10.3166,1.071019766,101.3458114
737.37745,1.886457416,28.006,11.2785,1.071108373,96.84468455
795.09804,1.876168072,28.427,5.68,1.071348131,94.42540014
702.45098,1.879769695,32.898,2.4724,1.071366518,86.4019091
756.12745,1.87917446,30.022,3.9237,1.071783126,103.9741333
707.10785,1.872571204,32.246,3.2624,1.072170583,85.7161125
714.58334,1.879323797,26.652,3.3078,1.072464035,87.9947286
776.22549,1.86591557,35.79,13.279,1.072559843,99.61210646
748.03922,1.890104037,30.076,2.8244,1.072750697,90.91932106
796.44608,1.878536533,38.414,2.5293,1.073075675,101.5223742
727.94118,1.887972441,25.579,1.4026,1.073406218,95.98627424
796.44608,1.865387562,36.963,4.4625,1.073425899,99.58495085
775.61275,1.88887087,28.942,0.4473,1.073573678,93.93380152
738.72549,1.873124739,35.188,1.7393,1.073668712,97.52172502
719.2402,1.859037539,35.264,16.561,1.073725028,93.44695301
794.36275,1.868890335,33.298,2.2364,1.073868646,98.96422932
760.17157,1.863687278,39.504,14.561,1.07410856,94.1520225
707.84314,1.880715901,26.976,2.9432,1.074378876,86.73167762
787.00981,1.874408604,31.095,3.6489,1.074472617,108.2352759
768.87255,1.890082425,29.545,5.3455,1.074492695,93.1278284
780.26961,1.874012089,24.631,3.8799,1.074516264,95.27379923
764.82843,1.890629536,29.238,4.8605,1.07453295,93.47053916
758.08824,1.873334725,31.561,4.5752,1.075351621,93.76240555
706.4951,1.880118632,32.788,3.6172,1.075367458,87.27476142
714.58334,1.88149151,31.791,6.441,1.075484442,87.84485368
734.68137,1.871573973,34.727,13.838,1.075600249,103.5231671
735.29412,1.879660208,23.502,10.403,1.075744566,103.2894914
798.40686,1.877510522,27.847,0.0427,1.076841416,96.13063489
792.40196,1.870701174,27.195,1.8932,1.077056652,99.5675084
778.30883,1.890970793,29.244,3.315,1.077319265,94.42883584
746.69118,1.854571571,31.944,3.6035,1.077528572,101.867531
732.59804,1.874834997,25.42,1.7234,1.077584109,94.9683144
797.05883,1.84830903,19.016,6.2461,1.07759176,101.9203522
764.82843,1.889982505,29.485,3.7059,1.078665411,92.92441304
787.62255,1.874746887,24.686,0.0509,1.078785186,95.01001941
787.00981,1.86931538,35.407,18.084,1.079181396,101.5089947
797.67157,1.884621725,27.88,3.4573,1.079234933,97.34174204
709.19118,1.881419847,32.284,1.3046,1.079288322,87.40571603
774.87745,1.889445429,29.671,2.2435,1.079861896,93.25204324
755.51471,1.873124384,34.547,16.21,1.080025654,106.9954428
784.92647,1.883490978,30.022,4.9201,1.080621952,102.8936682
747.42647,1.861219237,35.686,9.122,1.080702145,95.17760481
730.02451,1.851440275,19.377,9.7511,1.080862442,94.21395354
730.63726,1.882697021,30.043,1.2909,1.081881276,101.121768
787.62255,1.870777313,35.779,7.6679,1.081942848,100.5363921
727.32843,1.883298262,27.518,1.4519,1.081970533,88.41903446
754.16667,1.882548897,23.595,9.6908,1.082180753,105.2290767
730.63726,1.845146295,34.612,8.649,1.082654179,99.61479762
718.5049,1.865264827,31.944,4.3864,1.082928895,90.2700285
774.26471,1.876450832,25.107,2.6771,1.083068658,94.40716535
778.30883,1.874801982,34.41,7.5431,1.08355064,110.041178
797.67157,1.872326341,35.604,9.1581,1.08362099,102.2487255
726.59314,1.883471035,32.311,2.6711,1.08365477,88.64318877
727.32843,1.878238449,32.202,5.5782,1.08380712,98.81343421
723.28432,1.879196161,25.124,3.6243,1.083907357,93.94422166
795.71079,1.876723097,31.534,7.3761,1.08413491,97.87875569
755.51471,1.877355827,25.173,1.5023,1.084152347,91.08786955
784.31373,1.867779188,39.696,5.3483,1.084441625,96.215925
795.71079,1.888499796,29.178,1.3528,1.084572303,95.4392682
795.09804,1.888756637,29.211,3.2328,1.084741392,95.41045637
762.13236,1.884244541,30.947,4.036,1.084844004,104.915238
799.7549,1.87608816,33.495,5.1309,1.085291223,99.27406526
781.0049,1.878650849,25.601,4.6459,1.085455001,93.48949528
762.13236,1.884318972,23.984,13.175,1.085490554,106.9608533
778.30883,1.868907068,39.674,6.6146,1.0855431,95.55619469
738.72549,1.880272186,32.032,0.9597,1.086323329,100.3899749
732.59804,1.88427026,32.103,3.1753,1.086567155,88.84200872
707.84314,1.865889502,35.861,14.463,1.086570445,92.84692087
778.30883,1.885306161,24.05,14.244,1.086601208,109.0594267
727.94118,1.879479512,31.024,0.2568,1.086687102,99.70143612
784.31373,1.886035843,24.324,6.7104,1.086705292,110.2551187
733.94608,1.877916994,32.218,0.0449,1.086842913,99.3170135
797.67157,1.851648258,19.514,12.512,1.086855331,100.13413
770.83334,1.878571638,24.817,3.9172,1.086963364,101.8240483
733.94608,1.879929127,32.18,3.8378,1.087063297,100.3292435
753.43137,1.852452786,18.336,9.3662,1.087109963,94.57493926
730.63726,1.883156475,27.25,1.8494,1.087143103,88.75493338
751.47059,1.886744708,27.929,1.8461,1.08739164,90.78215623
700.4902,1.872958024,31.933,7.4161,1.087448051,85.77347759
730.02451,1.877451943,25.447,5.6505,1.087594741,97.15470067
754.16667,1.874150331,29.359,1.7574,1.087976622,92.26509051
767.52451,1.869336306,32.377,4.2314,1.088071783,96.70247176
716.54412,1.875099779,31.084,3.8559,1.088255113,97.91900236
797.05883,1.869883752,39.313,10.918,1.088295544,98.0921986
753.43137,1.869664914,32.426,2.8266,1.088464617,94.45084126
774.87745,1.8764884,34.459,15.005,1.088529882,108.7452448
788.97059,1.880556575,25.792,2.203,1.088544096,94.69627382
739.33824,1.851319544,21.278,11.7718,1.088558286,94.61777537
725.98039,1.857241805,31.429,9.4806,1.088672293,102.078465
786.27451,1.872916341,35.615,8.2696,1.088908948,100.7187507
752.81863,1.875114439,29.26,0.986,1.088968561,92.26473109
758.08824,1.863395355,35.752,6.6359,1.089066584,96.9437766
789.70588,1.88076477,25.957,3.1414,1.089139512,95.07285226
743.38235,1.885405551,27.573,2.9668,1.089626904,90.36528129
748.77451,1.882672488,31.994,9.3399,1.08966461,103.8517664
786.27451,1.87373319,35.587,17.498,1.089699011,100.5311483
707.10785,1.878477386,37.85,2.6804,1.089714782,93.99702814
719.2402,1.867746754,35.938,7.1566,1.08991564,92.34543433
784.31373,1.877553166,34.448,12.989,1.09036426,111.5520765
799.7549,1.873872377,28.646,3.2137,1.09127165,99.68996298
777.57353,1.882930517,26.537,5.0132,1.091479306,93.12914512
718.5049,1.873917101,29.123,2.3415,1.091549706,95.1363314
787.00981,1.8712121,39.324,16.095,1.091851314,96.56061015
794.36275,1.86977069,32.602,0.0547,1.092107447,99.23530801
787.00981,1.874060055,35.379,13.937,1.092158551,100.5725951
718.5049,1.882961253,23.031,6.7542,1.092396633,100.2796734
748.77451,1.885364409,27.595,3.7945,1.092533905,90.297175
745.34314,1.86444082,35.533,10.863,1.092551772,95.57301988
746.69118,1.885437822,27.167,1.4568,1.092853317,91.13451078
753.43137,1.877265652,28.827,4.8408,1.092942022,101.3213274
791.05392,1.877772178,28.898,4.8112,1.093364865,108.0987227
739.33824,1.885239648,32.043,2.4877,1.093718242,89.86059532
736.02941,1.87050393,36.037,9.2863,1.094496033,95.08155287
787.00981,1.879217847,25.644,5.9538,1.094504044,106.9842755
790.31863,1.882662897,25.924,8.3566,1.09452634,94.71165859
756.12745,1.848340984,34.875,2.0755,1.094561202,101.9248756
768.25981,1.884909397,28.679,3.004,1.09472854,108.2685652
766.91177,1.880959593,30.032,2.8961,1.09489802,100.8280442
770.22059,1.876346253,29.435,1.5045,1.094908592,94.02261315
710.53922,1.874576829,32.147,7.0263,1.095006509,87.74443777
787.00981,1.882875309,26.006,10.1348,1.095152247,94.48247517
765.56373,1.873684358,39.455,5.7901,1.095324133,94.6047465
782.35294,1.87800907,29.2,4.7488,1.095630571,96.50851759
794.36275,1.879276179,34.371,10.639,1.09585796,112.0119568
799.01961,1.873333105,28.427,2.7554,1.09595097,100.0090649
795.71079,1.874757822,35.275,21.437,1.096053622,102.578546
758.08824,1.870870298,35.593,8.9693,1.096294993,98.10487853
742.76961,1.891549451,29.024,8.7842,1.096380985,98.52094945
756.86275,1.877850033,30.498,2.8918,1.096515633,103.3102235
787.00981,1.873129594,35.664,12.414,1.096865603,100.7721417
787.62255,1.886096446,30.673,2.2638,1.096964088,107.2990573
768.25981,1.910844441,24.883,6.6518,1.097252182,108.1389382
725.2451,1.885963528,30.641,4.0464,1.097253636,99.95822781
761.51961,1.887073589,27.71,3.46,1.097351319,91.63330056
790.31863,1.874176516,39.373,9.2074,1.09765361,96.83961429
766.91177,1.865680132,35.604,8.4076,1.097731542,97.18018983
795.71079,1.859476505,31.758,7.6718,1.097780554,108.5274073
752.81863,1.887175074,31.731,1.1623,1.097919641,91.13176809
711.15196,1.880946939,34.908,8.1316,1.098012616,89.63478378
701.10294,1.875196713,38.891,11.6333,1.09820476,87.09611953
781.61765,1.88317144,26.055,3.7907,1.098258668,93.89464911
730.63726,1.87587419,32.711,0.9427,1.098326837,88.51504455
787.00981,1.883243977,25.951,1.7399,1.098608453,94.39092408
753.43137,1.886887606,27.682,0.0389,1.098664695,91.06666856
776.22549,1.878559541,29.167,0.0427,1.098713643,95.7695251
719.85294,1.880837522,25.398,1.9205,1.099062034,86.36901931
771.56863,1.874642517,39.154,11.729,1.099350729,94.91384607
764.21569,1.878389766,28.981,1.5712,1.099508888,101.6993884
758.08824,1.887424043,28.258,3.84,1.099752425,91.63289005
791.66667,1.887361273,29.14,5.3954,1.09978839,105.291073
787.00981,1.871847153,26.537,1.8565,1.099839698,108.5036068
769.60785,1.877253717,30.739,3.0702,1.100044624,102.6416487
770.83334,1.872155804,35.648,4.3546,1.100253657,98.4143767
752.81863,1.888286115,31.057,1.8543,1.10025938,91.42897112
770.83334,1.867760508,35.363,12.375,1.100420047,98.1244179
778.30883,1.885055586,29.644,10.7633,1.100506683,103.0926148
793.01471,1.882155447,32.476,2.5611,1.10114581,106.9440587
779.65686,1.882895711,25.568,0.9871,1.101325555,93.84934529
756.12745,1.889163107,29.912,2.0246,1.101454751,92.02721083
707.84314,1.881426815,29.55,1.0079,1.101620172,93.87830492
795.71079,1.888055363,30.843,3.6566,1.101746744,109.0578943
755.51471,1.876520947,39.214,13.493,1.101874941,92.91419107
753.43137,1.887136264,31.21,2.4379,1.102000728,91.43459841
737.37745,1.873934842,35.686,5.2015,1.102270547,95.03260285
786.27451,1.888365621,28.915,5.8941,1.102347938,105.2060714
764.21569,1.883778376,31.999,6.6113,1.102553106,108.4383164
771.56863,1.868690063,35.078,7.115,1.102571814,99.12561153
748.03922,1.888993397,31.051,0.0394,1.102619859,90.83869706
750.12255,1.887103168,30.893,0.888,1.102656401,91.39671833
704.41177,1.873423271,26.515,3.0412,1.102717516,97.105512
780.26961,1.876593868,39.548,10.021,1.102819102,95.85383383
758.08824,1.888861524,30.158,3.9966,1.102939567,91.95183144
754.77941,1.888596928,30.493,3.1337,1.103137101,92.06032748
778.92157,1.878772483,29.523,1.1344,1.103187004,96.03355534
707.10785,1.877549548,35.511,0.3887,1.103364797,84.52321013
757.47549,1.887766723,31.068,3.7507,1.103513733,91.93799262
705.75981,1.875680411,39.62,8.0845,1.103580673,86.33176267
754.77941,1.889639434,29.967,4.4679,1.103623111,91.68928806
778.92157,1.883723391,27.211,0.0345,1.103685757,92.24108234
770.22059,1.878376069,39.209,7.2496,1.103923085,94.71141876
766.91177,1.888619227,27.973,1.5056,1.104168763,92.30541694
705.75981,1.876783668,39.647,3.7475,1.104215738,85.84072513
781.61765,1.877142797,39.209,4.0097,1.104321987,96.57033136
765.56373,1.888693303,27.6,1.2094,1.10434806,91.34383348
799.7549,1.894488577,26.258,2.3333,1.1044575,109.7569251
772.91667,1.891317741,29.266,6.1952,1.104479267,103.2110032
722.54902,1.880974227,34.925,6.4728,1.10483885,91.68168106
717.15686,1.878254225,34.722,4.7159,1.104951158,85.88009961
771.56863,1.889568943,28.712,5.605,1.105268836,92.55292016
764.82843,1.889206758,27.869,3.0319,1.105377327,92.0537252
758.82353,1.888119295,28.34,6.4372,1.105521951,91.19600473
778.30883,1.878053581,39.011,7.2792,1.105602188,95.50404179
795.71079,1.881898151,35.878,7.3723,1.105783617,109.8346705
765.56373,1.889739523,30.213,3.679,1.105811988,92.06628183
761.51961,1.889731885,29.55,1.8559,1.105815826,91.87540471
773.52941,1.888447689,28.789,2.7959,1.105875067,93.22685577
777.57353,1.884056442,26.619,2.8715,1.106120863,93.01363891
787.00981,1.87991931,29.753,1.7727,1.106170911,98.471645
703.18628,1.879765781,31.194,1.1585,1.106205818,92.09447701
746.69118,1.877684149,34.059,1.6627,1.106353976,89.91842753
787.62255,1.869699089,35.314,7.9225,1.106435857,99.34551679
739.33824,1.88165396,36.963,2.8616,1.106669691,99.42749479
784.31373,1.884136894,35.9,5.1129,1.106705018,109.9952217
790.31863,1.876381586,35.319,13.619,1.106752299,101.9069448
756.12745,1.884732758,38.31,1.418,1.106770575,93.39184018
786.27451,1.880095137,30.301,0.0482,1.106873081,96.30057812
700.4902,1.877670284,35.916,1.5603,1.106901739,83.06724338
788.35785,1.88189452,34.76,3.8975,1.107315216,102.0232555
716.54412,1.876680798,39.932,10.6068,1.107449443,87.45627129
715.19608,1.878644431,39.088,4.7165,1.107810958,88.04919288
783.57843,1.884180808,29.934,2.0273,1.108257297,104.2271932
772.18137,1.875559088,35.861,6.0293,1.108343329,98.53368014
783.57843,1.861967919,31.632,8.447,1.108391477,106.9072042
778.92157,1.879196334,38.485,19.223,1.108422022,97.70311064
719.85294,1.879070317,39.4,0.9794,1.108518013,87.53633192
795.09804,1.882195084,25.787,1.5652,1.108579867,104.7712421
774.26471,1.868961963,23.683,3.3741,1.108661615,103.2914131
756.12745,1.877073455,34.086,4.376,1.108704942,102.8025992
709.19118,1.878148543,39.532,8.7667,1.108739652,87.00642324
774.26471,1.889985252,29.66,0.0454,1.10891281,92.41785135
718.5049,1.879098913,35.763,1.6008,1.109390125,84.7787976
795.71079,1.882303348,36.705,2.871,1.109401663,105.4865033
776.96079,1.880198602,39.252,7.9132,1.109448959,95.05193883
730.63726,1.879568861,35.615,3.3451,1.109615647,86.97041439
782.35294,1.887723441,24.68,8.8685,1.109659169,110.5642827
768.25981,1.853942992,34.903,2.7938,1.109810735,102.6693715
795.71079,1.881686253,31.703,0.052,1.109950588,97.58810857
708.45588,1.881486272,35.889,4.411,1.110008832,85.00306196
726.59314,1.880008007,39.017,4.0814,1.110114079,88.51710053
742.76961,1.882724921,35.144,12.6,1.110115192,93.17043336
781.61765,1.889432193,30.4,4.7548,1.110278252,108.5394735
713.84804,1.878989165,38.847,4.4274,1.11065769,87.3026383
794.36275,1.871903671,35.089,12.129,1.110683914,101.3416295
716.54412,1.883822193,30.635,5.6625,1.110915773,92.9371082
766.91177,1.889470411,29.868,2.5972,1.111211898,91.94309149
708.45588,1.876358882,35.171,5.3609,1.111300287,86.34613723
772.18137,1.887275133,35.774,2.3591,1.111400588,106.6726445
799.7549,1.882076595,31.156,1.9277,1.111494971,98.80301272
767.52451,1.883938875,28.362,5.6647,1.111578078,90.95268472
762.13236,1.888392108,37.209,1.88,1.111693194,95.52251826
798.40686,1.872470409,35.215,12.145,1.111755881,101.7238071
769.60785,1.888922308,27.841,3.8903,1.111908016,92.19071531
736.02941,1.915785398,25.075,9.7313,1.112451087,109.2671584
781.61765,1.887389431,35.883,6.0813,1.112489636,107.8738898
794.36275,1.882337438,30.235,1.6786,1.112497317,96.22149266
707.84314,1.880071237,36.163,4.5698,1.112568281,85.11368853
793.75,1.889077413,28.871,7.6384,1.112587089,105.4349307
795.71079,1.880824467,32.98,3.5433,1.112647283,94.49977895
702.45098,1.879113845,35.785,4.7324,1.112702009,84.6984837
716.54412,1.883559389,30.46,4.1165,1.112942441,92.32849952
710.53922,1.884307675,32.695,2.059,1.113041436,94.88916266
799.7549,1.892507852,24.932,12.074,1.113050929,118.9363552
730.63726,1.880236998,35.56,5.7644,1.113259668,87.71949983
758.82353,1.883587261,35.396,5.5941,1.113265815,94.49096025
782.35294,1.89311595,32.585,2.1023,1.113346784,106.8676492
783.57843,1.88545812,27.907,2.2523,1.113852327,93.40786279
707.10785,1.879368211,27.819,6.2275,1.113966097,98.80920997
725.2451,1.882811047,39.187,3.7403,1.113966246,88.38437652
794.36275,1.883029706,39.132,5.651,1.114022673,97.07789783
799.01961,1.881529634,39.252,8.3112,1.114281947,97.86354885
704.41177,1.879478237,38.458,3.4338,1.114468851,87.48579206
785.66177,1.880633319,38.984,8.7612,1.114691621,95.61750605
744.73039,1.887539753,34.623,4.4219,1.114729065,97.17922688
710.53922,1.879766299,38.496,1.7689,1.11473242,86.10931372
754.16667,1.88232912,36.672,9.2654,1.114858097,93.60121765
700.4902,1.880574683,34.766,3.3637,1.114892052,84.35808237
731.25,1.882263252,38.863,2.5912,1.114977423,88.63781816
741.42157,1.883182777,37.023,1.7349,1.115728092,88.7547299
729.28922,1.88656067,35.768,4.7554,1.115750889,98.42610795
734.68137,1.885480117,31.495,6.4624,1.115777133,94.44793442
795.09804,1.882121651,39.384,8.2066,1.115864288,96.94660218
794.36275,1.884724827,28.132,5.714,1.115915314,92.89138227
725.2451,1.888816695,32.766,6.8993,1.115925818,102.6647525
799.01961,1.887172976,33.265,2.906,1.116118143,110.1251457
708.45588,1.883887654,28.597,2.018,1.11619511,82.59657551
773.52941,1.885037914,38.568,11.099,1.116221353,94.57346912
720.58824,1.881889047,28.049,6.9212,1.116511911,100.9289893
778.92157,1.884697157,28.027,4.2862,1.116667346,91.96587367
783.57843,1.883662997,38.737,10.1392,1.116670462,96.20922817
738.72549,1.886087236,31.846,8.7557,1.116770134,94.85434418
728.67647,1.886840463,34.842,3.7809,1.116834509,96.48394834
773.52941,1.886109596,35.062,0.0515,1.11692142,101.8563952
756.86275,1.866056104,31.572,4.9481,1.117197227,106.1295104
771.56863,1.887540768,35.292,5.5399,1.117399932,105.447365
743.38235,1.881547424,36.426,4.1066,1.117410252,87.75366906
742.76961,1.892351384,33.692,3.8509,1.117452705,98.23588328
756.86275,1.882236342,36.223,3.1551,1.117490461,89.6312743
733.94608,1.882122335,39.132,4.5145,1.117558091,88.07488552
713.2353,1.880948893,37.927,1.8981,1.117908412,88.94349943
739.33824,1.882321564,38.151,7.0011,1.118137623,89.08914902
710.53922,1.882260554,35.073,5.605,1.118201987,85.55293423
738.72549,1.888888542,34.492,2.1981,1.118310233,97.31827147
736.64216,1.882803862,38.201,4.1192,1.118441318,89.95489722
719.85294,1.882353493,33.128,2.0278,1.118498237,93.26921505
747.42647,1.88341656,37.505,4.5336,1.118517211,89.52755063
755.51471,1.882383281,36.437,3.5909,1.118553336,89.23853493
793.75,1.886159162,30.115,1.7672,1.118584325,96.37935896
703.18628,1.880595351,38.316,4.3957,1.118637793,87.20806533
749.38726,1.883412475,37.324,3.6681,1.11868849,90.17766875
782.96569,1.85789942,34.64,6.0485,1.118761885,105.8153606
752.08333,1.891266779,34.563,2.4729,1.118826677,99.15440273
701.10294,1.880218258,38.611,4.353,1.119002279,86.65157689
784.92647,1.884597597,30.849,0.0422,1.11902703,96.75763189
774.26471,1.884764098,38.748,18.621,1.119191184,95.26604286
793.01471,1.884043073,30.986,1.58,1.119204603,96.38269331
758.82353,1.885996878,38.584,11.227,1.119274279,93.06183444
705.75981,1.881607082,34.492,3.2651,1.119411646,85.14814828
748.03922,1.886235077,32.35,2.6416,1.119444373,96.14033139
742.03432,1.882335527,37.538,7.519,1.119585949,89.64838064
704.41177,1.87634648,42.704,1.0407,1.119722699,83.95337692
753.43137,1.885062587,34.925,2.8912,1.119801823,96.75061068
780.26961,1.892933759,32.547,4.3283,1.119977031,105.9736778
756.86275,1.882767024,36.53,3.6922,1.120002139,89.58609693
703.79902,1.882371052,37.039,2.9317,1.120167393,83.01055308
752.08333,1.899051669,26.537,4.5807,1.120239675,102.4416631
795.71079,1.885293312,30.832,0.0476,1.120350579,96.35267758
766.17647,1.883707393,37.154,2.7861,1.120519515,91.02071837
777.57353,1.886597044,38.475,8.5532,1.120578973,95.15696297
723.28432,1.882135395,29.419,4.6453,1.120610605,85.98105243
770.83334,1.88695572,37.932,10.6653,1.120698094,94.42519533
785.66177,1.885155711,38.475,6.5078,1.120727459,95.96485716
795.09804,1.888121534,32.728,8.3747,1.120788139,111.0437279
715.93137,1.881491534,38.88,4.8063,1.120852384,86.05084736
760.78432,1.886919647,33.1,3.1337,1.120857001,95.72336954
774.26471,1.888981859,37.154,3.4973,1.120952381,96.66858101
756.86275,1.885987446,32.29,7.2934,1.12115082,95.373723
760.78432,1.891878312,29.315,9.6591,1.121202922,101.0638436
714.58334,1.884683221,35.637,2.7779,1.121224019,86.51304552
737.37745,1.889805733,36.48,3.2525,1.121316368,97.38564118
711.88726,1.881857786,34.837,2.8474,1.121548008,85.4174172
768.25981,1.886603619,38.321,5.2902,1.121760347,94.17732075
763.48039,1.868065806,31.347,10.1179,1.121793164,106.9913291
784.92647,1.885921097,36.475,3.5252,1.121983708,96.04585784
707.10785,1.878687498,41.959,3.5969,1.122309007,84.77551606
743.38235,1.875797593,26.121,2.0027,1.122423799,102.190503
719.85294,1.882182013,38.02,2.4297,1.122589284,89.06698938
752.81863,1.886879778,38.036,6.7186,1.122634348,92.09373104
709.19118,1.880747877,39.116,8.1015,1.12270314,84.816243
723.28432,1.890911058,26.702,4.6825,1.122795779,102.0050052
713.84804,1.884196977,36.212,4.1564,1.122810331,86.12811574
757.47549,1.888378299,33.533,1.2696,1.122948428,95.29220126
704.41177,1.883233008,37.362,1.3917,1.123002587,83.13603193
715.93137,1.883429219,35.697,3.7453,1.123015711,85.2176077
772.91667,1.893336795,34.903,4.711,1.123073968,104.5659384
741.42157,1.884297198,37.121,1.7667,1.123276642,91.67651987
790.31863,1.885569155,31.342,2.6514,1.12329074,96.13547632
717.89216,1.89369249,32.794,4.6108,1.123312542,98.74732637
789.70588,1.892995579,35.094,3.0095,1.123518565,105.7674723
792.40196,1.887210636,31.747,0.2299,1.123673903,94.31332108
764.82843,1.884770847,37.028,4.8364,1.124023345,91.08117013
703.18628,1.883809159,37.543,3.4261,1.124138556,83.28938349
735.29412,1.88316638,37.319,1.499,1.124197089,91.66802135
774.87745,1.883131674,37.121,2.9536,1.124279935,90.83968524
765.56373,1.883484248,37.176,6.2647,1.124287958,91.12608091
769.60785,1.876479043,33.632,1.2077,1.124320698,92.88782455
709.80392,1.882285253,35.144,3.1162,1.124382544,85.12324766
742.76961,1.878945753,30.865,3.4474,1.12440621,86.17058704
798.40686,1.89287858,34.382,1.7147,1.124423603,106.8056389
751.47059,1.88621645,37.373,2.5666,1.124551379,89.63319617
703.79902,1.883606611,37.669,4.5221,1.124684101,83.17739702
795.09804,1.886589709,31.216,2.3509,1.125064849,97.20389471
760.17157,1.886742894,37.784,6.9792,1.12529951,92.1061741
772.18137,1.884490017,36.99,4.7789,1.125336214,91.61437491
767.52451,1.888209352,33.511,1.4935,1.125530309,95.86277973
736.64216,1.886170276,38.874,3.4518,1.12565073,86.32108582
714.58334,1.883881209,33.462,0.035,1.125730094,91.10918156
748.77451,1.887414515,37.883,14.463,1.125879408,90.39997412
775.61275,1.884899869,37.456,3.1151,1.126209582,92.86121052
762.13236,1.879447488,30.142,3.079,1.126279056,88.54285401
742.76961,1.884434598,37.116,3.3232,1.126333807,92.47700542
796.44608,1.886349233,36.207,0.0537,1.126449868,96.35046423
713.2353,1.884384996,35.735,3.5766,1.126488714,86.71487981
791.66667,1.88732791,31.397,4.1739,1.126741791,97.49906926
747.42647,1.886564583,37.729,11.1592,1.126808108,88.87400402
790.31863,1.886996572,31.375,3.7852,1.126866665,97.00691409
798.40686,1.888493095,32.689,3.3938,1.127071275,96.96764998
713.84804,1.883871449,35.801,0.052,1.127652927,85.33963315
